date,bitcoin,bitcoinvol,gld,gldvol,daily_date,week,lg_bitcoin,lg_gld,return_btc,return_gld,u_returnbtc,u_returngld
2022-6-13,20553.271,309685915250,171.27,45844200,22809,179,9.9307756,5.1432414,-.26398659,-.018912315,.0070224721,.12780899
2022-6-20,21027.295,175909056122,170.09,24845600,22816,180,9.953577,5.1363277,.022801399,-.006913662,.60533708,.26264045
2022-6-27,19297.076,157426002965,168.32001,34012700,22823,181,9.8677092,5.1258669,-.085867882,-.010460854,.10814606,.22331461
2022-7-4,20860.449,206953871021,162.3,35069000,22830,182,9.94561,5.0894465,.077900887,-.036420345,.81601125,.032303371
2022-7-11,20779.344,187297974219,159.00999,37150800,22837,183,9.9417143,5.0689669,-.0038957596,-.020479679,.43398875,.10814606
2022-7-18,22609.164,244312089708,160.67,25980900,22844,184,10.026111,5.0793524,.084396362,.010385513,.83005619,.66151685
2022-7-25,23336.896,223759636595,164.10001,25296000,22851,185,10.057791,5.1004763,.031680107,.021123886,.66432583,.83848315
2022-8-1,23175.891,166393135564,165.28999,26335400,22858,186,10.050868,5.1077013,-.0069227219,.0072250366,.3974719,.5772472
2022-8-8,24319.334,195343016900,167.87,20336800,22865,187,10.099027,5.1231899,.048158646,.015488625,.71207863,.76264048
2022-8-15,21534.121,208764012537,162.72,26915800,22872,188,9.9773941,5.092031,-.12163258,-.031158924,.051966291,.057584271
2022-8-22,19616.814,223346042309,161.75999,21632400,22879,189,9.8841419,5.0861139,-.093252182,-.0059170723,.096910112,.29073033
2022-8-29,19986.713,208511390280,159.25999,27585200,22886,190,9.9028234,5.070538,.018681526,-.015575886,.58848315,.16713484
2022-9-5,21769.256,259528892947,159.82001,17380100,22893,191,9.9882536,5.074048,.085430145,.0035099983,.83848315,.49578652
2022-9-12,19419.506,261900187496,155.84,37477400,22900,192,9.874033,5.04883,-.11422062,-.02521801,.063202247,.082865171
2022-9-19,18802.098,252873598365,153.00999,34915800,22907,193,9.8417234,5.0305033,-.032309532,-.018326759,.22331461,.13061798
2022-9-26,19044.107,280290121527,154.67,37518400,22914,194,9.8545132,5.0412936,.012789726,.010790348,.54073036,.67837077
2022-10-3,19446.426,196809212801,157.88,34425600,22921,195,9.8754187,5.0618353,.020905495,.020541668,.59691012,.83005619
2022-10-10,19268.094,197940078443,152.98,27971700,22928,196,9.8662062,5.0303073,-.0092124939,-.031527996,.36938202,.054775283
2022-10-17,19567.008,175664450104,154.14999,29051700,22935,197,9.8816004,5.0379262,.015394211,.0076189041,.56039327,.58848315
2022-10-24,20635.604,302335723765,153.16,20855900,22942,198,9.9347734,5.0314832,.053173065,-.0064430237,.73735952,.27668539
2022-10-31,20926.486,321270158405,156.47,30983100,22949,199,9.9487705,5.0528641,.013997078,.021380901,.54634833,.84129214
2022-11-7,16353.365,471409252759,164.56,36328200,22956,200,9.7021894,5.1032753,-.24658108,.050411224,.0098314611,.97331458
2022-11-14,16291.832,212305927001,162.78999,28632400,22963,201,9.6984196,5.0924611,-.0037698746,-.01081419,.43960676,.21488763
2022-11-21,16444.627,184366390569,163.22,13573800,22970,202,9.7077541,5.095099,.0093345642,.0026378632,.52668542,.47331461
2022-11-28,17130.486,156325682750,167.25999,25359900,22977,203,9.7486153,5.1195493,.04086113,.024450302,.6952247,.87219101
2022-12-5,17104.193,129428712529,167.06,22293900,22984,204,9.7470789,5.1183529,-.0015363693,-.0011963844,.45646068,.39185393
2022-12-12,16757.977,142170798266,166.78999,29632600,22991,205,9.7266293,5.1167355,-.020449638,-.0016174316,.27668539,.37780899
2022-12-19,16841.986,107997970888,167.25999,24318700,22998,206,9.7316303,5.1195493,.0050010681,.0028138161,.49859551,.47893259
2022-12-26,16625.08,95526200508,169.64,16758600,23005,207,9.718668,5.1336784,-.012962341,.014129162,.3272472,.7429775
2023-1-2,17091.145,90012614323,173.71001,28149100,23012,208,9.746316,5.1573873,.027647972,.02370882,.63904494,.86376405
2023-1-9,20880.799,175267920183,178.75999,27312800,23019,209,9.9465857,5.1860442,.2002697,.02865696,.98174155,.91151685
2023-1-16,22720.416,188938770069,179.28999,24429000,23026,210,10.031019,5.1890044,.084433556,.0029602051,.83286518,.48174158
2023-1-23,23774.566,177486927537,179.22,28708200,23033,211,10.076371,5.1886139,.045351982,-.00039052963,.70646065,.40870786
2023-1-30,22955.666,171080243769,173.46001,40700400,23040,212,10.04132,5.1559472,-.035051346,-.032666683,.20646067,.046348315
2023-2-6,21788.203,170212590188,173.36,28159200,23047,213,9.9891243,5.1553702,-.052195549,-.00057697296,.15870787,.40308988
2023-2-13,24327.643,209050300776,171.25999,24147900,23054,214,10.099368,5.1431828,.1102438,-.012187481,.8974719,.20365168
2023-2-20,23561.213,180472737469,168.35001,19711600,23061,215,10.067357,5.1260452,-.032011032,-.017137527,.2261236,.1474719
2023-2-27,22435.514,138790785900,172.49001,28706500,23068,216,10.0184,5.1503391,-.048956871,.0242939,.16994382,.86938202
2023-3-6,22163.949,192057466346,173.87,38082400,23075,217,10.006223,5.158308,-.012177467,.0079689026,.33848315,.6025281
2023-3-13,28038.676,305833103060,183.77,80038000,23082,218,10.24134,5.213685,.23511696,.055377007,.9929775,.98735952
2023-3-20,27994.33,191720356212,183.64999,55142800,23089,219,10.239758,5.2130318,-.0015821457,-.00065326691,.4536517,.40028089
2023-3-27,28199.309,121255230918,183.22,32487700,23096,220,10.247053,5.2106876,.0072956085,-.0023441315,.50983149,.35533708
2023-4-3,28333.051,98141424556,186.49001,41061200,23103,221,10.251784,5.2283778,.0047311783,.017690182,.49578652,.78511238
2023-4-10,30315.355,122998807738,186.36,49773100,23110,222,10.319409,5.2276802,.067625046,-.00069761276,.78792137,.3974719
2023-4-17,27591.385,129935327803,184.25,39387100,23117,223,10.225259,5.2162933,-.094150543,-.011386871,.091292135,.20926966
2023-4-24,29268.807,137303647007,184.8,40766700,23124,224,10.284278,5.219274,.059019089,.0029807091,.7570225,.48455057
2023-5-1,28454.979,114911964253,187.46001,60467000,23131,225,10.256079,5.2335653,-.028199196,.014291286,.24859551,.74578649
2023-5-8,26930.639,109959496438,186.81,37899300,23138,226,10.20102,5.230092,-.055058479,-.0034732819,.14185393,.31601125
2023-5-15,26753.826,84459727715,183.64,39759500,23145,227,10.194433,5.2129774,-.0065870285,-.017114639,.40028089,.15028089
2023-5-22,28085.646,90053064704,180.92,30655100,23152,228,10.243014,5.1980548,.048581123,-.014922619,.71488762,.17837079
2023-5-29,27119.066,91351657572,181.05,29430600,23159,229,10.207993,5.1987734,-.035021782,.0007185936,.20926966,.43398875
2023-6-5,25940.168,116498927148,182.03999,30555800,23166,230,10.163548,5.2042265,-.044445038,.0054531097,.17837079,.53792137
2023-6-12,26336.213,92905085602,181.63,32325400,23173,231,10.1787,5.2019715,.015152931,-.0022549629,.55758429,.36095506
2023-6-19,30480.262,138005623534,178.2,27651300,23180,232,10.324835,5.1829066,.14613438,-.019064903,.9452247,.11938202
2023-6-26,30620.77,106681707513,178.27,27409100,23187,233,10.329433,5.1832991,.0045986176,.00039243698,.49297753,.42837077
2023-7-3,30171.234,90491031635,178.64,20070400,23194,234,10.314644,5.1853728,-.014789581,.0020737648,.32162923,.46769664
2023-7-10,30249.133,102917922458,181.42999,23119200,23201,235,10.317223,5.20087,.0025787354,.015497208,.48455057,.76544946
2023-7-17,30084.539,81229098742,182.17999,25120300,23208,236,10.311767,5.2049952,-.0054559708,.0041251183,.41432583,.50421351
2023-7-24,29275.309,76309629498,181.86,26040100,23215,237,10.2845,5.2032371,-.027266502,-.0017580986,.26264045,.37219101
2023-7-31,29041.855,87827001052,180.19,28036700,23222,238,10.276493,5.1940117,-.0080070496,-.0092253685,.38061798,.24016854
2023-8-7,29282.914,85153014454,177.60001,26541600,23229,239,10.28476,5.179534,.008266449,-.01447773,.51825845,.18117978
2023-8-14,26189.584,116418274959,175.33,37887300,23236,240,10.173117,5.1666698,-.11164284,-.012864113,.066011235,.19241573
2023-8-21,26089.693,83086807452,177.62,29706900,23243,241,10.169295,5.1796465,-.003821373,.012976646,.43679774,.71769661
2023-8-28,25969.566,113161627781,180.11,28677300,23250,242,10.16468,5.1935678,-.00461483,.013921261,.42556179,.73455054
2023-9-4,25832.227,69814611152,178.08,20033900,23257,243,10.159378,5.1822329,-.0053024292,-.011334896,.41713482,.21207865
2023-9-11,26534.188,85796699860,178.34,23814600,23264,244,10.18619,5.183692,.0268116,.0014591217,.63342696,.45084271
2023-9-18,26256.826,82251905213,178.62,29808700,23271,245,10.175681,5.1852608,-.010508537,.0015687943,.35533708,.4536517
2023-9-25,27983.75,73012240734,171.45,44172100,23278,246,10.239379,5.1442919,.063697815,-.040968895,.77106744,.023876404
2023-10-2,27935.09,82183775698,169.7,51119000,23285,247,10.237638,5.1340322,-.0017404556,-.010259628,.45084271,.22893259
2023-10-9,27159.652,72673654487,178.83,47882700,23292,248,10.209488,5.1864357,-.028150558,.05240345,.25140449,.97893256
2023-10-16,29993.896,113402383094,183.59,56730400,23299,249,10.308749,5.2127051,.099261284,.026269436,.87780899,.88904494
2023-10-23,34538.48,165718773022,186.14999,47935000,23306,250,10.449829,5.226553,.1410799,.013847828,.93960673,.73174155
2023-10-30,35049.355,115520056635,184.78999,43783700,23313,251,10.464513,5.2192202,.014683723,-.0073328018,.5547753,.25983146
2023-11-6,37054.52,134767494805,179.50999,35901700,23320,252,10.520145,5.1902308,.055632591,-.028989315,.7429775,.074438199
2023-11-13,37386.547,143535361089,183.67,30251300,23327,253,10.529066,5.2131405,.0089206696,.022909641,.52387643,.85814607
2023-11-20,37479.121,130439893957,185.52,19494500,23334,254,10.531539,5.2231627,.0024728775,.010022163,.48174158,.65308988
2023-11-27,39978.391,134360107955,192.00999,49915300,23341,255,10.596094,5.2575474,.064555168,.034384727,.77387643,.93398875
2023-12-4,43779.699,188503614895,185.64,44952000,23348,256,10.686926,5.2238092,.090831757,-.033738136,.85533708,.040730339
2023-12-11,41364.664,168493481950,187,41643900,23355,257,10.630182,5.2311087,-.056743622,.0072994232,.13623595,.58286518
2023-12-18,43016.117,152084171491,190.27,29182300,23362,258,10.669331,5.2484441,.039148331,.017335415,.68679774,.78230339
2023-12-25,42265.188,157807126208,191.17,21099800,23369,259,10.651719,5.2531629,-.017611504,.0047187805,.29353932,.51544946
2024-1-1,43943.098,202311773985,189.35001,26585800,23376,260,10.690651,5.243597,.038931847,-.0095658302,.68398875,.23455057
2024-1-8,41796.27,259971819745,189.71001,28821800,23383,261,10.640562,5.2454967,-.050088882,.0018997192,.16432585,.45926967
2024-1-15,41545.785,139135824835,187.92999,25596200,23390,262,10.634551,5.2360697,-.0060110092,-.0094270706,.40870786,.23735955
2024-1-22,42035.594,155314602893,187.00999,25239500,23397,263,10.646272,5.2311621,.011720657,-.004907608,.53511238,.30196628
2024-1-29,42583.582,135184187433,188.61,36108000,23404,264,10.659225,5.2396812,.012952805,.0085191727,.54353935,.62219101
2024-2-5,48293.918,157826395448,187.60001,24865000,23411,265,10.785061,5.2343121,.12583637,-.0053691864,.91713482,.29353932
2024-2-12,52122.547,213560041471,186.34,34011100,23418,266,10.861353,5.2275729,.076292038,-.0067391396,.81320226,.26825842
2024-2-19,51733.238,160769145627,188.62,22698500,23425,267,10.853856,5.2397342,-.0074968338,.012161255,.39466292,.70926964
2024-2-26,63167.371,322895666089,192.89,32741000,23432,268,11.053543,5.2621202,.199687,.022386074,.97893256,.8525281
2024-3-4,69019.789,405709693297,201.63,54291600,23439,269,11.142149,5.3064342,.088605881,.044313908,.8525281,.96488762
2024-3-11,68390.625,405957750577,199.71001,34117900,23446,270,11.132991,5.2968664,-.0091581345,-.0095677376,.37219101,.23174158
2024-3-18,67234.172,328097121682,200.35001,35773100,23453,271,11.115937,5.300066,-.017053604,.0031995773,.29915729,.49016854
2024-3-25,71333.648,216324625836,205.72,25023000,23460,272,11.175123,5.3265162,.059185982,.026450157,.75983149,.89185393
2024-4-1,69362.555,229427260104,215.14,64204400,23467,273,11.147102,5.3712888,-.028020859,.044772625,.25421348,.96769661
2024-4-8,65738.727,288243675431,216.89,79032800,23474,274,11.093444,5.3793902,-.053658485,.0081014633,.15308988,.60814607
2024-4-15,64926.645,257889555865,221.03,50692100,23481,275,11.081014,5.3982983,-.012430191,.018908024,.33286518,.79353935
2024-4-22,63113.23,176031088174,216.62,42750700,23488,276,11.052686,5.3781447,-.028327942,-.020153522,.24578652,.11095506
2024-4-29,64031.133,217717011805,212.96001,42999300,23495,277,11.067124,5.3611045,.014438629,-.017040253,.54915732,.15308988
2024-5-6,61448.395,161617857129,218.71001,33397300,23502,278,11.025953,5.3877468,-.041171074,.026642323,.19522472,.8974719
2024-5-13,66278.367,191456349028,223.66,33640300,23509,279,11.101619,5.4101272,.075665474,.022380352,.80758429,.84971911
2024-5-20,68518.094,225779718034,215.92,32646900,23516,280,11.134853,5.374908,.033234596,-.035219193,.67556179,.035112359
2024-5-27,67751.602,170949409910,215.3,16680700,23523,281,11.123604,5.3720326,-.011249542,-.0028753281,.34691012,.34129214
2024-6-3,69647.992,187569500742,211.60001,34640200,23530,282,11.151209,5.3546977,.027605057,-.017334938,.63623595,.14185393
2024-6-10,66639.047,175973271622,215.73,27068900,23537,283,11.107046,5.3740277,-.04416275,.019330025,.18960674,.81039327
2024-6-17,63180.797,163449015388,214.78,24955200,23544,284,11.053756,5.3696141,-.053290367,-.0044136047,.15589887,.31039324
2024-6-24,62678.293,171030093873,215.00999,22071000,23551,285,11.045771,5.3706846,-.0079851151,.0010704994,.38342696,.44522473
2024-7-1,55849.109,213107531443,220.92999,19725500,23558,286,10.930408,5.3978457,-.11536217,.027161121,.057584271,.90589887
2024-7-8,60787.793,187407019962,223.11,29749800,23565,287,11.015144,5.4076648,.08473587,.0098190308,.83567417,.64466292
2024-7-15,68154.523,222161876179,221.73,39562000,23572,288,11.129533,5.4014602,.11438847,-.0062046051,.90589887,.27949437
2024-7-22,68255.867,227265184992,220.63,32714500,23579,289,11.131019,5.3964872,.0014858246,-.0049729347,.47893259,.29915729
2024-7-29,58116.977,251002338760,225.34,35247800,23586,290,10.970213,5.4176102,-.1608057,.021122932,.026685392,.83567417
2024-8-5,58719.484,317158734647,224.56,39357200,23593,291,10.980527,5.4141431,.010313988,-.003467083,.53230339,.31882024
2024-8-12,58483.965,193731393138,231.99001,34961800,23600,292,10.976508,5.4466944,-.0040187836,.032551289,.43117976,.92837077
2024-8-19,64333.543,200670274120,232.02,30759400,23607,293,11.071836,5.4468236,.095328331,.00012922287,.86657304,.4227528
2024-8-26,57325.488,208589155271,231.28999,23815700,23614,294,10.956501,5.4436722,-.11533546,-.0031514168,.060393259,.33286518
2024-9-2,54841.566,207052844168,230.63,22267800,23621,295,10.912204,5.4408145,-.044297218,-.0028576851,.18117978,.34691012
2024-9-9,59182.836,201400392020,238.67999,29949700,23628,296,10.988387,5.4751239,.076183319,.034309387,.81039327,.93117976
2024-9-16,63648.711,223578476939,242.21001,34897300,23635,297,11.061134,5.4898052,.072747231,.014681339,.79915732,.75421351
2024-9-23,65635.305,185380794223,245.02,36576600,23642,298,11.091869,5.5013399,.030735016,.011534691,.65589887,.70084268
2024-9-30,62818.953,221870167581,245,35943300,23649,299,11.048012,5.5012584,-.043857574,-.000081539154,.19241573,.41994381
2024-10-7,62851.375,185760615870,245.47,26221500,23656,300,11.048528,5.5031748,.00051593781,.0019164085,.47050563,.46488765
2024-10-14,69001.703,233833427420,251.27,28005400,23663,301,11.141887,5.5265279,.093358994,.0233531,.86376405,.86095506
2024-10-21,67929.297,210764883686,253.32001,33482600,23670,302,11.126223,5.5346537,-.015664101,.008125782,.30758426,.61095506
2024-10-28,68741.117,281658996077,252.47,35694600,23677,303,11.138103,5.5312924,.011879921,-.0033612251,.53792137,.32443821
2024-11-4,80474.188,436048950363,247.96001,40300800,23684,304,11.295691,5.5132675,.15758896,-.018024921,.96207863,.13623595
2024-11-11,89845.852,631742325166,236.59,45792900,23691,305,11.40585,5.4663286,.11015892,-.046938896,.89466292,.0070224721
2024-11-18,98013.82,502412531238,249.84,34682600,23698,306,11.492864,5.5208206,.087013245,.054491997,.84971911,.98455054
2024-11-25,97279.789,419153048682,245.59,25318100,23705,307,11.485347,5.5036635,-.007516861,-.017157078,.39185393,.14466292
2024-12-2,101236.02,549005393438,242.95,21278300,23712,308,11.525209,5.4928555,.039862633,-.010807991,.68960673,.21769662
2024-12-9,104298.7,521429282524,244.28999,37139500,23719,309,11.555014,5.4983559,.02980423,.0055003166,.65028089,.54353935
2024-12-16,95104.938,551244500231,242.10001,33386300,23726,310,11.462736,5.4893508,-.092277527,-.0090050697,.0997191,.24297753
2024-12-23,93530.227,299272588112,241.39999,17629700,23733,311,11.44604,5.4864554,-.016695976,-.0028953552,.30196628,.33848315
2024-12-30,98314.961,248821817930,243.49001,17158600,23740,312,11.495932,5.4950757,.049891472,.0086202621,.72612357,.625
2025-1-6,94488.438,338967010865,248.21001,27532600,23747,313,11.456233,5.5142751,-.039698601,.019199371,.19803371,.80196631
2025-1-13,101089.61,437782936416,249.27,37257300,23754,314,11.523763,5.5185366,.067529678,.0042614937,.78230339,.50983149
2025-1-20,102682.5,471816874719,255.64999,26734700,23761,315,11.539397,5.5438094,.015634537,.025272846,.56882024,.88061798
2025-1-27,97688.977,362117614322,258.56,38745900,23768,316,11.489544,5.5551276,-.049853325,.011318207,.16713484,.68960673
2025-2-3,96500.094,388753129798,263.89999,51938000,23775,317,11.4773,5.5755701,-.012244225,.020442486,.33567417,.8272472
2025-2-10,96175.031,230337481014,266.29001,49642600,23782,318,11.473925,5.5845861,-.0033750534,.009016037,.44522473,.63061798
2025-2-17,96273.922,210283176728,270.73999,33802700,23789,319,11.474953,5.6011591,.0010280609,.016572952,.47331461,.77106744
2025-2-24,94248.352,424642208809,263.26999,43609300,23796,320,11.453689,5.5731802,-.021264076,-.027978897,.2738764,.080056183
2025-3-3,80601.039,351467410238,268.39001,39764900,23803,321,11.297267,5.5924411,-.15642166,.019260883,.029494382,.80758429
2025-3-10,82579.688,245099235090,275.23999,50373200,23810,322,11.321519,5.6176434,.024251938,.025202274,.61095506,.87780899
2025-3-17,86054.375,154637791297,278.48999,42224700,23817,323,11.362735,5.6293821,.041215897,.011738777,.69803369,.70646065
2025-3-24,82334.523,181637739548,284.06,34717800,23824,324,11.318545,5.6491857,-.044189453,.019803524,.18679775,.81882024
2025-3-31,78214.484,237449686690,279.72,82965100,23831,325,11.26721,5.6337891,-.051335335,-.015396595,.16151686,.17275281
2025-4-7,83684.977,363220466107,297.92999,98706600,23838,326,11.334815,5.6968584,.067605019,.063069344,.78511238,.9929775
2025-4-14,85174.305,155677486406,306.12,59417600,23845,327,11.352455,5.7239771,.017640114,.027118683,.57162923,.90308988
2025-4-21,93754.844,247116398033,304.73001,102572700,23852,328,11.448439,5.7194262,.095983505,-.0045509338,.86938202,.30477527
2025-4-28,94315.977,179785916926,297.98001,48207000,23859,329,11.454406,5.6970263,.0059671402,-.022399902,.50421351,.094101124
2025-5-5,104106.36,346007588371,306.84,47098300,23866,330,11.553168,5.7263265,.098762512,.029300213,.875,.91994381
2025-5-12,106446.01,344395798973,294.23999,67080800,23873,331,11.575393,5.6843958,.022224426,-.041930676,.6025281,.018258426
2025-5-19,109035.39,407490594865,309.75,59965500,23880,332,11.599428,5.7357655,.024035454,.051369667,.60814607,.97612357
2025-5-26,105652.1,342628955292,303.60001,37423000,23887,333,11.567907,5.7157111,-.031520844,-.02005434,.23174158,.11376405
2025-6-2,105793.65,317888289963,305.17999,48976100,23894,334,11.569245,5.720902,.0013380051,.0051908493,.4761236,.53230339
2025-6-9,105552.02,360592444302,316.29001,51603800,23901,335,11.566959,5.7566595,-.0022859573,.035757542,.44803372,.93960673
2025-6-16,100987.14,345832029969,310.13,39248000,23908,336,11.522748,5.7369914,-.044211388,-.019668102,.18398876,.11657304
2025-6-23,108385.57,320503132421,301.22,51545100,23915,337,11.593451,5.7078409,.070702553,-.029150486,.79353935,.071629211
2025-6-30,109232.07,302896897483,307.14001,31119900,23922,338,11.60123,5.7273035,.0077791214,.019462585,.51264048,.81320226
2025-7-7,119116.12,425010937713,309.14001,46077200,23929,339,11.687854,5.7337942,.086624146,.0064907074,.84691012,.56320226
2025-7-14,117300.79,607619761231,308.39001,43831600,23936,340,11.672497,5.7313652,-.015357018,-.0024290085,.31320226,.3525281
2025-7-21,119448.49,496322967466,307.39999,52310300,23943,341,11.69064,5.7281499,.018143654,-.003215313,.57443821,.33005619
2025-7-28,114217.67,467817557243,309.10999,50300500,23950,342,11.645862,5.7336969,-.044778824,.0055470467,.1755618,.54634833
2025-8-4,119306.76,395725770752,313.04999,52833200,23957,343,11.689453,5.7463627,.043591499,.012665749,.70084268,.71207863
2025-8-11,117453.06,520847323413,307.42999,36550500,23964,344,11.673794,5.7282472,-.015659332,-.01811552,.31039324,.13342696
2025-8-18,113458.43,482123824127,310.57999,31030900,23971,345,11.639192,5.7384415,-.034602165,.010194302,.21207865,.65589887
2025-8-25,108236.71,453416228500,318.07001,45315800,23978,346,11.592076,5.7622714,-.047115326,.023829937,.17275281,.86657304
2025-9-1,111167.62,369258523185,331.04999,65078000,23985,347,11.618794,5.8022695,.02671814,.039998055,.62780899,.95926964
2025-9-8,115407.66,310393050143,335.42001,70907200,23992,348,11.656226,5.8153834,.037431717,.013113976,.68117976,.7205056
2025-9-15,115306.09,292893677815,339.17999,69162600,23999,349,11.655346,5.8265309,-.00088024139,.011147499,.46488765,.68398875
2025-9-22,112122.64,358886641603,346.73999,67817300,24006,350,11.627349,5.8485751,-.027997017,.022044182,.25702247,.84691012
2025-9-29,123513.48,456130203494,357.64001,75231700,24013,351,11.724106,5.8795271,.096756935,.030951977,.87219101,.9227528
2025-10-6,115169.77,645797975711,369.12,119850400,24020,352,11.654162,5.9111218,-.069943428,.031594753,.12219101,.92556179
2025-10-13,108666.71,508815465964,388.98999,153168700,24027,353,11.596041,5.9635534,-.058121681,.052431583,.13342696,.98174155
2025-10-20,114472.45,415030266271,377.51999,146107800,24034,354,11.648089,5.9336233,.052048683,-.029930115,.73174155,.066011235
2025-10-27,110639.63,378401671301,368.12,87697700,24041,355,11.614034,5.9084091,-.03405571,-.025214195,.21488763,.085674159
2025-11-3,104719.64,528630842986,368.31,45103200,24048,356,11.559042,5.9089251,-.054991722,.00051593781,.14466292,.43117976
